Age,Group_Size,Travel_Mode,Location,Activity_Type,Duration_Minutes,Hotel_Star,Carbon_Footprint_kg_CO2
72,6,Public Transport,Galle,Shopping,127,2,3.117
25,3,Tuk-Tuk,Badulla,Vehicle Travel,153,3,5.705
69,2,Walking,Bentota,Jogging,23,4,0.006
36,2,Public Bus,Haputale,Vehicle Travel,195,3,3.879
64,16,N/A,Sigiriya,Beach Leisure,218,3,3.057
75,1,Ferry,Sigiriya,Ferry,95,4,0.555
49,3,Walking,Colombo,Hiking,159,4,0.089
23,5,Bicycle,Yala,Bicycle Ride,68,4,0.011
41,1,Private Vehicle,Haputale,Private / Hired Vehicle,98,4,1.072
43,14,Walking,Kalpitiya,Vehicle Travel,63,4,3.165
77,1,Walking,Bentota,Walking,68,3,0.001
77,8,Ferry,Yala,Ferry,121,1,4.417
53,7,Private Vehicle,Hikkaduwa,Vehicle Travel,277,4,29.745
77,11,Cruise,Badulla,Cruise,474,4,141.292
45,7,Ferry,Mirissa,Ferry,224,3,7.549
43,10,Jeep,Nuwara Eliya,Wildlife Safari,284,2,47.191
70,4,Cruise,Anuradhapura,Cruise,222,5,31.339
60,5,Private Vehicle,Negombo,Private / Hired Vehicle,205,5,12.222
50,9,Private Vehicle,Colombo,Private / Hired Vehicle,131,4,11.022
46,6,N/A,Jaffna,Meal,83,4,16.864
62,5,Private Vehicle,Dambulla,Private / Hired Vehicle,81,5,4.703
65,2,Jeep,Bentota,Wildlife Safari,446,4,15.236
48,2,Private Vehicle,Trincomalee,Vehicle Travel,143,3,3.593
19,3,N/A,Negombo,Resting,143,4,0.245
24,1,Private Vehicle,Jaffna,Private / Hired Vehicle,135,5,1.637
27,4,Tuk-Tuk,Colombo,Vehicle Travel,210,4,9.893
47,1,Public Transport,Jaffna,Shopping,172,1,0.614
56,6,Walking,Nuwara Eliya,Walking,116,5,0.009
68,9,Private Vehicle,Negombo,Shopping,73,4,4.393
32,6,N/A,Sigiriya,Meal,57,3,10.888
67,8,N/A,Badulla,Meal,63,5,19.659
59,1,Walking,Galle,Vehicle Travel,158,4,0.705
21,1,Walking,Kalpitiya,Cultural / Temple Visit,43,5,0.026
40,8,Private Vehicle,Colombo,Vehicle Travel,293,5,37.95
37,11,Public Transport,Hikkaduwa,Sightseeing,108,1,1.322
73,9,Private Vehicle,Anuradhapura,Shopping,110,4,6.083
76,8,Train,Ella,Vehicle Travel,266,3,16.703
69,9,N/A,Nuwara Eliya,Resting,64,5,0.326
51,9,Public Transport,Colombo,Cultural / Temple Visit,92,5,1.248
49,9,Walking,Galle,Sightseeing,162,5,1.052
37,9,Walking,Anuradhapura,Vehicle Travel,162,4,5.902
66,1,N/A,Ella,Meal,78,4,2.336
23,1,N/A,Badulla,Other,75,3,0.149
35,3,Walking,Polonnaruwa,Vehicle Travel,127,3,1.327
26,5,Public Transport,Arugam Bay,Public Transport,55,2,0.309
49,10,Private Vehicle,Kandy,Private / Hired Vehicle,115,5,12.392
36,3,Flight,Badulla,Flight,232,4,50.481
30,2,Private Vehicle,Negombo,Shopping,107,4,1.176
41,10,Private Vehicle,Ella,Other,56,3,0.888
72,2,Public Bus,Kandy,Vehicle Travel,129,4,2.695
53,11,Walking,Mirissa,Vehicle Travel,93,3,3.711
69,2,N/A,Colombo,Meal,65,5,4.478
75,3,Walking,Mirissa,Hiking,242,5,0.123
74,4,Private Vehicle,Yala,Vehicle Travel,115,4,7.147
40,3,Private Vehicle,Kalpitiya,Vehicle Travel,232,5,11.561
73,1,Public Bus,Anuradhapura,Vehicle Travel,181,2,1.732
75,2,Private Vehicle,Yala,Private / Hired Vehicle,101,2,1.583
78,3,Bicycle,Trincomalee,Bicycle Ride,177,4,0.016
40,3,Walking,Badulla,Hiking,144,4,0.073
32,10,Jeep,Negombo,Wildlife Safari,132,1,16.515
54,1,Tuk-Tuk,Hikkaduwa,Vehicle Travel,294,2,3.214
76,4,Public Transport,Bentota,Cultural / Temple Visit,106,4,0.558
74,1,Public Transport,Arugam Bay,Public Transport,101,1,0.105
53,15,Public Transport,Ella,Airport Transfer,45,3,5.382
27,10,Bicycle,Anuradhapura,Bicycle Ride,56,3,0.015
44,19,Walking,Polonnaruwa,Shopping,213,5,7.692
62,14,Walking,Kandy,Walking,41,3,0.006
53,3,Boat,Ella,Boat Ride,68,2,1.022
39,8,N/A,Jaffna,Meal,65,1,11.996
39,3,Private Vehicle,Dambulla,Spa / Ayurveda,86,2,1.45
21,13,Public Bus,Badulla,Vehicle Travel,74,4,11.241
36,4,Water,Jaffna,Surfing,114,3,0.413
60,4,Tuk-Tuk,Hikkaduwa,Vehicle Travel,63,2,3.039
33,14,Public Transport,Sigiriya,Sightseeing,239,5,5.675
80,12,Public Transport,Yala,Spa / Ayurveda,195,4,14.994
23,17,Walking,Bentota,Sightseeing,119,2,0.865
55,1,Walking,Galle,Walking,49,3,0.0
49,2,Flight,Anuradhapura,Flight,192,5,26.211
70,3,Private Vehicle,Nuwara Eliya,Cultural / Temple Visit,137,4,0.778
73,4,Walking,Jaffna,Sightseeing,102,5,0.303
52,5,Walking,Dambulla,Walking,79,1,0.003
57,3,N/A,Badulla,Meal,40,4,4.003
62,10,Private Vehicle,Kalpitiya,Spa / Ayurveda,118,1,7.356
50,2,Train,Bentota,Vehicle Travel,171,3,2.963
29,8,Private Vehicle,Haputale,Sightseeing,117,4,1.665
45,12,Public Transport,Haputale,Sightseeing,131,4,2.756
33,7,Cruise,Trincomalee,Cruise,266,1,37.407
47,3,Tuk-Tuk,Nuwara Eliya,Vehicle Travel,139,2,4.926
56,2,N/A,Dambulla,Beach Leisure,260,4,0.592
31,1,Private Vehicle,Galle,Spa / Ayurveda,134,2,0.79
33,9,Walking,Anuradhapura,Jogging,28,3,0.031
69,5,Private Vehicle,Trincomalee,Private / Hired Vehicle,218,2,10.002
41,1,N/A,Kalpitiya,Resting,40,2,0.018
30,19,Private Vehicle,Badulla,Private / Hired Vehicle,88,5,18.053
62,8,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,58,1,4.238
63,12,Ferry,Arugam Bay,Ferry,120,4,7.966
70,4,Walking,Kandy,Other,93,4,0.263
65,16,Walking,Dambulla,Shopping,72,1,1.506
80,2,Private Vehicle,Kalpitiya,Private / Hired Vehicle,79,4,1.946
54,2,Walking,Arugam Bay,Hiking,91,3,0.032
36,13,Private Vehicle,Jaffna,Vehicle Travel,165,5,32.234
72,13,Private Vehicle,Kalpitiya,Vehicle Travel,204,4,40.159
34,5,Flight,Galle,Flight,341,4,124.243
36,1,Public Transport,Polonnaruwa,Shopping,124,3,0.505
70,3,N/A,Trincomalee,Meal,83,5,10.589
73,10,Public Transport,Hikkaduwa,Shopping,125,4,5.88
39,12,Public Bus,Ella,Vehicle Travel,221,3,25.363
63,3,Boat,Mirissa,Boat Ride,66,2,0.838
76,1,Public Transport,Sigiriya,Public Transport,115,1,0.122
68,8,Public Transport,Trincomalee,Cultural / Temple Visit,59,3,0.731
18,9,Tuk-Tuk,Trincomalee,Vehicle Travel,134,3,12.748
59,4,Train,Badulla,Vehicle Travel,180,5,7.902
28,6,Walking,Hikkaduwa,Jogging,36,5,0.03
71,19,Walking,Jaffna,Shopping,112,2,3.554
22,2,N/A,Yala,Meal,77,5,5.702
80,6,N/A,Bentota,Resting,139,4,0.486
29,7,Private Vehicle,Hikkaduwa,Other,114,3,1.31
44,6,Walking,Kalpitiya,Jogging,44,5,0.039
32,12,Walking,Jaffna,Sightseeing,240,4,1.466
69,7,Walking,Hikkaduwa,Walking,131,4,0.01
42,5,Walking,Bentota,Vehicle Travel,92,2,1.523
64,1,Flight,Jaffna,Flight,54,3,3.806
22,9,Tuk-Tuk,Jaffna,Vehicle Travel,140,5,18.539
46,1,Private Vehicle,Hikkaduwa,Medical / Hospital Visit,77,2,0.555
75,1,Water,Bentota,Swimming / Snorkeling,130,1,0.105
76,5,Cruise,Bentota,Cruise,236,3,26.828
31,6,Private Vehicle,Anuradhapura,Medical / Hospital Visit,44,3,2.335
42,20,Public Bus,Yala,Vehicle Travel,144,3,29.106
43,9,Public Bus,Sigiriya,Vehicle Travel,83,5,8.785
53,12,Water,Ella,Swimming / Snorkeling,44,3,0.472
51,3,Private Vehicle,Trincomalee,Vehicle Travel,90,5,4.661
24,5,Train,Kalpitiya,Vehicle Travel,172,4,6.966
66,18,Private Vehicle,Colombo,Shopping,108,4,12.389
32,4,Private Vehicle,Hikkaduwa,Sightseeing,198,2,1.174
37,11,Tuk-Tuk,Polonnaruwa,Vehicle Travel,307,3,42.063
70,5,Private Vehicle,Polonnaruwa,Other,89,5,1.035
61,2,Tuk-Tuk,Kalpitiya,Vehicle Travel,57,4,1.337
42,6,Cruise,Bentota,Cruise,207,3,27.962
75,2,Cruise,Galle,Cruise,264,5,16.824
42,1,Bicycle,Badulla,Bicycle Ride,61,5,0.002
53,2,Public Bus,Hikkaduwa,Vehicle Travel,197,2,3.985
33,2,N/A,Anuradhapura,Beach Leisure,146,4,0.276
29,3,Walking,Kalpitiya,Hiking,73,4,0.034
48,13,N/A,Anuradhapura,Other,64,5,1.74
53,4,N/A,Negombo,Beach Leisure,282,2,0.92
68,12,N/A,Badulla,Resting,120,3,0.675
42,6,Train,Dambulla,Vehicle Travel,289,3,15.64
74,1,Private Vehicle,Hikkaduwa,Vehicle Travel,251,3,3.25
56,2,Private Vehicle,Ella,Vehicle Travel,219,2,5.956
22,15,Public Bus,Haputale,Vehicle Travel,196,4,35.013
64,7,Walking,Yala,Hiking,190,4,0.236
54,15,Private Vehicle,Mirissa,Vehicle Travel,88,2,17.531
42,3,Water,Mirissa,Swimming / Snorkeling,32,4,0.094
47,9,Walking,Nuwara Eliya,Vehicle Travel,243,1,7.054
37,10,Private Vehicle,Mirissa,Medical / Hospital Visit,69,3,5.119
56,18,Walking,Anuradhapura,Sightseeing,37,4,0.377
53,1,Public Transport,Bentota,Public Transport,29,5,0.04
46,16,Private Vehicle,Kalpitiya,Private / Hired Vehicle,101,3,15.005
35,4,Walking,Negombo,Walking,144,5,0.007
43,12,Train,Arugam Bay,Vehicle Travel,203,5,28.465
49,6,Public Transport,Colombo,Sightseeing,162,4,1.708
47,6,N/A,Negombo,Resting,216,5,0.778
37,3,Private Vehicle,Negombo,Airport Transfer,146,3,3.604
54,11,Public Bus,Ella,Vehicle Travel,281,1,24.903
32,2,Public Transport,Dambulla,Cultural / Temple Visit,89,5,0.338
49,5,Private Vehicle,Anuradhapura,Vehicle Travel,181,3,12.394
25,6,Tuk-Tuk,Negombo,Vehicle Travel,137,3,8.32
47,9,Private Vehicle,Polonnaruwa,Shopping,156,1,5.393
67,5,Flight,Negombo,Flight,177,1,47.182
69,8,Walking,Haputale,Vehicle Travel,97,2,3.343
61,5,Private Vehicle,Kandy,Sightseeing,177,2,1.524
64,8,Private Vehicle,Bentota,Sightseeing,205,5,3.461
22,8,Public Transport,Kandy,Public Transport,106,3,0.951
39,9,Public Transport,Ella,Cultural / Temple Visit,57,5,0.759
59,11,N/A,Anuradhapura,Resting,171,1,0.818
68,6,Flight,Colombo,Flight,132,3,57.422
54,2,Private Vehicle,Anuradhapura,Shopping,53,5,0.65
71,8,Water,Galle,Surfing,160,2,1.065
35,1,Private Vehicle,Galle,Shopping,77,3,0.395
27,2,Jeep,Polonnaruwa,Wildlife Safari,284,5,10.09
23,10,Public Transport,Negombo,Cultural / Temple Visit,86,2,1.188
54,4,Walking,Arugam Bay,Walking,25,1,0.001
59,5,Train,Jaffna,Vehicle Travel,239,5,12.707
35,19,N/A,Sigiriya,Other,59,3,1.812
67,2,Public Bus,Arugam Bay,Vehicle Travel,107,4,2.405
64,1,Cruise,Dambulla,Cruise,155,2,3.658
40,1,Public Bus,Trincomalee,Vehicle Travel,189,3,1.879
33,2,Private Vehicle,Dambulla,Private / Hired Vehicle,161,3,2.909
64,9,Private Vehicle,Arugam Bay,Private / Hired Vehicle,118,4,11.44
60,10,Jeep,Anuradhapura,Wildlife Safari,120,3,18.696
28,6,Walking,Kalpitiya,Other,54,5,0.164
34,2,Private Vehicle,Haputale,Airport Transfer,78,4,1.572
48,5,Private Vehicle,Nuwara Eliya,Cultural / Temple Visit,43,4,0.382
50,1,Walking,Arugam Bay,Cultural / Temple Visit,119,3,0.064
28,8,Flight,Dambulla,Flight,86,4,44.759
77,7,Train,Sigiriya,Vehicle Travel,108,4,6.623
42,1,Private Vehicle,Negombo,Medical / Hospital Visit,71,2,0.564
42,11,Cruise,Kalpitiya,Cruise,199,5,68.367
21,10,Private Vehicle,Nuwara Eliya,Vehicle Travel,58,3,7.357
73,3,Private Vehicle,Ella,Vehicle Travel,68,5,2.937
32,7,N/A,Haputale,Beach Leisure,223,5,1.508
80,7,Flight,Badulla,Flight,464,1,178.8
49,1,Tuk-Tuk,Kalpitiya,Vehicle Travel,154,3,1.737
73,2,Train,Mirissa,Vehicle Travel,140,4,2.736
29,8,N/A,Kandy,Resting,50,4,0.189
28,15,Train,Haputale,Vehicle Travel,69,5,10.818
68,6,Private Vehicle,Ella,Private / Hired Vehicle,179,2,11.112
69,6,Walking,Ella,Cultural / Temple Visit,89,4,0.297
52,7,Ferry,Negombo,Ferry,36,5,1.353
20,4,Train,Anuradhapura,Vehicle Travel,159,5,7.487
77,1,N/A,Kalpitiya,Resting,45,1,0.024
42,4,Private Vehicle,Kalpitiya,Vehicle Travel,98,5,5.805
76,14,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,79,2,10.619
72,11,Cruise,Polonnaruwa,Cruise,393,4,121.034
71,15,Private Vehicle,Trincomalee,Private / Hired Vehicle,56,3,8.841
61,1,Train,Kalpitiya,Vehicle Travel,268,4,2.446
60,5,Flight,Haputale,Flight,271,1,74.649
51,6,Public Transport,Sigiriya,Spa / Ayurveda,153,3,4.9
19,2,Private Vehicle,Yala,Sightseeing,146,3,0.5
42,2,Private Vehicle,Mirissa,Airport Transfer,34,5,0.864
64,10,Flight,Kalpitiya,Flight,208,4,153.775
69,8,Train,Anuradhapura,Vehicle Travel,161,4,12.216
53,7,Private Vehicle,Sigiriya,Spa / Ayurveda,50,4,2.871
62,2,N/A,Bentota,Meal,55,3,3.17
19,5,Tuk-Tuk,Dambulla,Vehicle Travel,231,1,11.348
47,1,Walking,Trincomalee,Vehicle Travel,49,2,0.166
49,1,N/A,Sigiriya,Meal,60,3,1.585
74,5,Jeep,Negombo,Wildlife Safari,254,5,25.1
37,3,Train,Hikkaduwa,Vehicle Travel,233,3,4.765
32,17,Walking,Trincomalee,Cultural / Temple Visit,75,4,0.64
40,5,N/A,Mirissa,Meal,70,5,14.523
28,1,Private Vehicle,Nuwara Eliya,Vehicle Travel,86,5,1.013
53,1,N/A,Ella,Meal,57,3,1.484
58,9,N/A,Polonnaruwa,Resting,56,5,0.366
68,2,Train,Hikkaduwa,Vehicle Travel,72,4,1.35
79,2,Bicycle,Badulla,Vehicle Travel,280,4,4.816
22,4,Private Vehicle,Haputale,Airport Transfer,94,4,3.787
33,2,N/A,Anuradhapura,Beach Leisure,241,3,0.349
36,7,Private Vehicle,Arugam Bay,Private / Hired Vehicle,52,5,4.419
33,5,Private Vehicle,Polonnaruwa,Vehicle Travel,83,4,5.595
70,1,Tuk-Tuk,Colombo,Vehicle Travel,157,4,1.954
26,10,Train,Kalpitiya,Vehicle Travel,110,5,12.503
19,4,Private Vehicle,Ella,Vehicle Travel,109,4,5.303
72,7,Walking,Sigiriya,Sightseeing,166,1,0.532
78,1,Bicycle,Arugam Bay,Vehicle Travel,270,3,2.0
32,7,N/A,Negombo,Resting,134,5,0.515
38,3,Private Vehicle,Anuradhapura,Vehicle Travel,65,4,3.098
49,5,Private Vehicle,Haputale,Other,129,5,1.362
51,3,Walking,Dambulla,Jogging,36,3,0.015
80,20,Bicycle,Negombo,Bicycle Ride,72,4,0.041
43,2,Private Vehicle,Dambulla,Private / Hired Vehicle,79,5,1.647
18,14,Walking,Colombo,Shopping,158,4,2.847
44,14,Walking,Polonnaruwa,Vehicle Travel,119,3,6.137
53,4,Private Vehicle,Mirissa,Sightseeing,155,1,0.789
50,3,Bicycle,Ella,Bicycle Ride,112,5,0.011
50,4,Private Vehicle,Dambulla,Medical / Hospital Visit,25,4,0.847
76,19,Walking,Galle,Walking,107,3,0.023
68,7,Public Transport,Mirissa,Public Transport,85,4,0.921
33,6,Ferry,Jaffna,Ferry,94,2,3.104
40,1,Tuk-Tuk,Colombo,Vehicle Travel,235,3,2.711
60,12,Public Transport,Anuradhapura,Sightseeing,233,2,3.948
43,1,Water,Galle,Swimming / Snorkeling,150,2,0.114
44,1,Public Transport,Haputale,Shopping,195,5,0.965
28,2,N/A,Polonnaruwa,Resting,204,3,0.189
34,5,Private Vehicle,Badulla,Spa / Ayurveda,56,5,2.547
64,13,Public Bus,Arugam Bay,Vehicle Travel,193,3,25.456
71,10,Water,Bentota,Surfing,86,1,0.766
67,2,Public Transport,Badulla,Public Transport,61,3,0.136
37,3,Tuk-Tuk,Bentota,Vehicle Travel,214,2,6.743
26,10,Public Transport,Yala,Airport Transfer,75,4,5.776
28,5,Private Vehicle,Galle,Vehicle Travel,66,5,5.194
42,2,Private Vehicle,Polonnaruwa,Vehicle Travel,236,4,6.409
50,4,Boat,Galle,Boat Ride,59,4,1.173
74,7,Private Vehicle,Colombo,Other,161,5,2.409
74,18,Public Transport,Polonnaruwa,Public Transport,85,4,2.148
18,8,Tuk-Tuk,Polonnaruwa,Vehicle Travel,296,4,30.567
62,1,N/A,Kalpitiya,Meal,46,4,1.635
36,9,N/A,Kalpitiya,Other,74,3,1.029
30,2,N/A,Galle,Resting,68,1,0.059
52,12,Private Vehicle,Anuradhapura,Vehicle Travel,47,4,7.623
20,4,Public Transport,Dambulla,Spa / Ayurveda,154,4,4.248
39,2,Public Transport,Bentota,Public Transport,33,3,0.077
52,5,Public Bus,Dambulla,Vehicle Travel,94,5,6.011
35,2,Flight,Haputale,Flight,354,1,36.412
55,2,Private Vehicle,Badulla,Vehicle Travel,88,4,2.329
46,6,Tuk-Tuk,Dambulla,Vehicle Travel,307,5,25.73
68,10,Tuk-Tuk,Dambulla,Vehicle Travel,106,3,13.818
29,12,Train,Jaffna,Vehicle Travel,78,5,9.283
21,4,Flight,Kandy,Flight,165,5,55.082
51,1,Private Vehicle,Yala,Cultural / Temple Visit,59,4,0.117
34,5,N/A,Badulla,Resting,93,5,0.238
62,4,Ferry,Haputale,Ferry,212,4,4.305
23,2,Walking,Nuwara Eliya,Jogging,26,3,0.008
54,13,Walking,Negombo,Vehicle Travel,168,4,9.168
80,18,Flight,Bentota,Flight,89,3,100.231
23,1,Walking,Yala,Walking,69,3,0.001
37,11,Walking,Mirissa,Vehicle Travel,274,2,10.556
71,7,Public Transport,Arugam Bay,Public Transport,47,3,0.429
51,2,Walking,Mirissa,Jogging,23,5,0.007
29,7,Public Transport,Kandy,Public Transport,105,5,0.953
31,1,N/A,Sigiriya,Beach Leisure,214,5,0.178
66,1,Walking,Polonnaruwa,Walking,65,2,0.001
72,20,Public Transport,Mirissa,Sightseeing,138,4,4.361
40,7,Private Vehicle,Polonnaruwa,Airport Transfer,24,4,1.755
47,2,Walking,Badulla,Walking,50,2,0.001
67,4,N/A,Anuradhapura,Beach Leisure,273,4,1.188
29,16,Train,Sigiriya,Vehicle Travel,172,3,21.569
30,4,Private Vehicle,Bentota,Vehicle Travel,260,5,15.869
66,14,Walking,Jaffna,Vehicle Travel,70,3,3.913
29,12,Public Transport,Sigiriya,Public Transport,73,5,1.114
66,3,N/A,Anuradhapura,Meal,74,5,8.873
49,8,Private Vehicle,Ella,Vehicle Travel,143,4,18.191
80,8,Private Vehicle,Anuradhapura,Vehicle Travel,106,2,10.887
20,10,Train,Haputale,Vehicle Travel,183,3,15.247
77,3,N/A,Yala,Resting,82,5,0.182
32,1,Public Transport,Dambulla,Cultural / Temple Visit,46,1,0.057
20,2,N/A,Yala,Beach Leisure,231,2,0.33
63,7,Public Transport,Yala,Sightseeing,168,5,2.113
51,10,Private Vehicle,Hikkaduwa,Private / Hired Vehicle,65,4,6.568
70,10,Cruise,Galle,Cruise,363,4,92.764
24,6,Private Vehicle,Anuradhapura,Spa / Ayurveda,173,2,6.154
23,1,Public Transport,Galle,Airport Transfer,54,3,0.398
53,1,Boat,Ella,Boat Ride,113,5,0.669
73,10,Tuk-Tuk,Negombo,Vehicle Travel,192,3,22.467
43,6,Private Vehicle,Ella,Private / Hired Vehicle,75,2,4.009
68,10,Private Vehicle,Nuwara Eliya,Medical / Hospital Visit,101,1,8.217
75,1,Public Transport,Jaffna,Shopping,135,4,0.665
72,4,Flight,Bentota,Flight,133,3,31.952
50,14,Water,Galle,Swimming / Snorkeling,58,5,0.915
62,2,Jeep,Badulla,Wildlife Safari,245,3,8.012
51,1,Private Vehicle,Haputale,Shopping,115,2,0.644
60,7,Ferry,Jaffna,Ferry,58,5,2.656
53,6,N/A,Trincomalee,Meal,44,5,9.999
51,16,Private Vehicle,Polonnaruwa,Shopping,126,4,11.65
45,14,Private Vehicle,Badulla,Vehicle Travel,99,5,23.261
59,10,Bicycle,Galle,Vehicle Travel,119,2,8.972
65,1,N/A,Kandy,Resting,221,3,0.097
75,5,Walking,Bentota,Vehicle Travel,135,2,2.55
56,13,Private Vehicle,Bentota,Vehicle Travel,109,3,19.107
24,4,Walking,Kalpitiya,Other,117,4,0.237
55,16,Walking,Trincomalee,Vehicle Travel,184,5,16.743
37,7,Ferry,Polonnaruwa,Ferry,184,1,5.133
19,1,Bicycle,Hikkaduwa,Vehicle Travel,91,3,0.706
22,5,Walking,Negombo,Walking,60,5,0.004
55,8,N/A,Badulla,Other,166,4,2.654
77,1,Private Vehicle,Jaffna,Airport Transfer,160,3,1.576
49,3,Public Transport,Dambulla,Public Transport,67,3,0.242
46,9,Walking,Sigiriya,Walking,32,3,0.003
23,1,Public Transport,Sigiriya,Sightseeing,121,3,0.17
60,3,Boat,Jaffna,Boat Ride,119,3,1.498
21,8,Private Vehicle,Haputale,Vehicle Travel,40,4,4.265
70,10,Private Vehicle,Kandy,Spa / Ayurveda,171,3,11.024
69,5,Public Transport,Trincomalee,Spa / Ayurveda,127,4,4.226
80,16,Bicycle,Nuwara Eliya,Bicycle Ride,60,1,0.022
35,15,Private Vehicle,Kalpitiya,Vehicle Travel,137,1,22.484
28,5,Water,Trincomalee,Surfing,94,3,0.345
36,1,Private Vehicle,Colombo,Cultural / Temple Visit,95,5,0.179
68,10,Train,Colombo,Vehicle Travel,137,4,12.891
31,2,Walking,Mirissa,Walking,70,2,0.001
73,12,Cruise,Nuwara Eliya,Cruise,206,3,60.728
27,6,N/A,Colombo,Beach Leisure,293,4,1.753
21,4,Jeep,Ella,Wildlife Safari,260,3,16.696
31,6,N/A,Ella,Meal,51,4,9.677
65,6,Train,Bentota,Vehicle Travel,271,5,16.677
55,14,Walking,Negombo,Walking,77,2,0.01
40,2,Public Transport,Kalpitiya,Shopping,137,4,1.156
59,15,N/A,Trincomalee,Meal,69,4,35.658
58,1,Walking,Haputale,Jogging,42,4,0.006
52,10,Public Bus,Dambulla,Vehicle Travel,92,2,7.868
50,14,Boat,Ella,Boat Ride,53,4,3.712
24,4,Private Vehicle,Negombo,Cultural / Temple Visit,123,1,0.691
34,1,Water,Nuwara Eliya,Swimming / Snorkeling,165,4,0.166
51,11,Jeep,Badulla,Wildlife Safari,384,4,70.586
26,12,Private Vehicle,Polonnaruwa,Private / Hired Vehicle,50,3,5.166
47,3,Walking,Kandy,Jogging,42,5,0.02
25,5,Flight,Ella,Flight,389,5,141.093
67,11,N/A,Yala,Beach Leisure,132,4,1.367
24,2,Ferry,Negombo,Ferry,148,5,1.644
23,7,Private Vehicle,Jaffna,Private / Hired Vehicle,110,5,8.971
58,4,Water,Kandy,Swimming / Snorkeling,41,2,0.148
31,2,Private Vehicle,Mirissa,Private / Hired Vehicle,77,4,1.543
40,11,Public Transport,Mirissa,Sightseeing,170,4,2.879
37,3,Tuk-Tuk,Haputale,Vehicle Travel,36,4,1.399
31,15,N/A,Sigiriya,Beach Leisure,281,5,4.356
65,6,Private Vehicle,Colombo,Sightseeing,245,3,2.63
61,5,Public Bus,Negombo,Vehicle Travel,78,1,3.766
33,4,Walking,Negombo,Hiking,236,3,0.13
61,4,Private Vehicle,Trincomalee,Shopping,103,4,2.334
62,11,Water,Hikkaduwa,Surfing,46,3,0.41
51,8,Public Transport,Ella,Shopping,98,1,2.797
54,10,Train,Galle,Vehicle Travel,341,3,27.534
76,4,Public Transport,Yala,Shopping,144,4,2.825
46,2,Private Vehicle,Kalpitiya,Private / Hired Vehicle,110,2,2.016
42,1,Private Vehicle,Trincomalee,Vehicle Travel,152,3,1.506
51,10,Private Vehicle,Mirissa,Spa / Ayurveda,160,2,10.185
70,4,Public Bus,Badulla,Vehicle Travel,171,3,7.194
62,5,N/A,Bentota,Resting,142,2,0.348
22,5,Public Transport,Arugam Bay,Public Transport,154,2,0.718
46,4,N/A,Hikkaduwa,Resting,142,4,0.344
64,8,Private Vehicle,Ella,Private / Hired Vehicle,148,2,11.731
32,7,Boat,Yala,Boat Ride,80,2,2.555
80,18,N/A,Jaffna,Beach Leisure,211,4,3.625
68,1,N/A,Bentota,Resting,155,1,0.071
71,6,Ferry,Nuwara Eliya,Ferry,123,1,2.992
23,1,Flight,Yala,Flight,358,3,20.251
54,11,Train,Kalpitiya,Vehicle Travel,177,3,15.931
51,7,Train,Yala,Vehicle Travel,247,4,17.275
57,4,N/A,Polonnaruwa,Resting,144,5,0.391
71,11,Jeep,Hikkaduwa,Wildlife Safari,165,3,34.335
40,4,Private Vehicle,Galle,Airport Transfer,31,4,1.258
51,2,Private Vehicle,Haputale,Other,66,5,0.262
60,5,Public Transport,Jaffna,Sightseeing,67,3,0.494
65,1,Bicycle,Jaffna,Vehicle Travel,208,4,1.941
66,14,Public Transport,Hikkaduwa,Cultural / Temple Visit,98,4,2.565
39,9,N/A,Colombo,Meal,73,4,22.916
80,10,Cruise,Sigiriya,Cruise,498,5,167.529
18,13,Tuk-Tuk,Dambulla,Vehicle Travel,154,1,21.017
49,10,Bicycle,Mirissa,Bicycle Ride,133,5,0.042
56,4,Walking,Anuradhapura,Sightseeing,195,3,0.416
21,1,Private Vehicle,Arugam Bay,Private / Hired Vehicle,221,4,2.417
46,3,Private Vehicle,Mirissa,Private / Hired Vehicle,59,3,1.727
55,15,Public Transport,Arugam Bay,Airport Transfer,93,3,12.088
56,16,Private Vehicle,Arugam Bay,Sightseeing,171,1,3.842
25,10,Walking,Jaffna,Vehicle Travel,68,5,3.424
35,2,Walking,Sigiriya,Sightseeing,100,4,0.106
33,2,Train,Jaffna,Vehicle Travel,203,5,4.672
58,13,Walking,Hikkaduwa,Cultural / Temple Visit,70,3,0.473
38,1,Flight,Negombo,Flight,167,3,9.951
54,6,Private Vehicle,Mirissa,Sightseeing,123,3,1.073
64,4,Public Bus,Arugam Bay,Vehicle Travel,36,3,1.482
68,3,Private Vehicle,Hikkaduwa,Airport Transfer,88,3,2.322
29,8,N/A,Negombo,Resting,48,5,0.217
74,16,N/A,Bentota,Meal,76,5,47.851
28,10,Public Transport,Arugam Bay,Spa / Ayurveda,84,3,4.182
19,5,Walking,Hikkaduwa,Walking,77,3,0.004
20,4,Tuk-Tuk,Hikkaduwa,Vehicle Travel,105,4,6.183
30,14,Flight,Arugam Bay,Flight,109,4,99.849
73,6,Train,Sigiriya,Vehicle Travel,232,4,15.647
31,5,Public Transport,Haputale,Public Transport,71,4,0.393
61,8,Public Transport,Trincomalee,Public Transport,130,1,1.088
44,2,Private Vehicle,Trincomalee,Vehicle Travel,149,1,3.282
20,1,Public Transport,Arugam Bay,Spa / Ayurveda,113,5,0.973
45,12,Private Vehicle,Dambulla,Other,45,4,0.98
